Year,Province_x,City,GDP_captia,population,PBC,Before,PCPC,Post,Post_1,mayor,mayor_tenure,mayor_turnover,mayor_age,mayor_education,mayor_corruption,secret,secret_tenure,secret_turnover,secret_age,secret_education,secret_corruption,t,GDP,GDP_growth,First,Second,Third,Prov_code_x,Province_y,City_code_x,light_mean,light_sum,light_min,light_max,light_std,Province,Prov_code_y,City_code_y,PM_mean,PM_sum,PM_min,PM_max,PM_std,Unnamed: 10
2010,山东省,威海市,76778.0,253.29,3,0,0,0,0,孙述涛,3,0,45.0,博士,0.0,王培廷,3,0,57.0,高中,0.0,5,19447000,12.73,7.92,55.9,36.19,370000.0,山东省,371000.0,1131.479838,9203457.0,0.0,5713.0,1090.100869,山东省,370000.0,371000.0,33.61173682,191586.8999,27.5,39.5,1.900645197,
2011,山东省,威海市,75316.0,253.7,4,1,0,0,0,孙述涛,4,1,46.0,博士,0.0,王培廷,4,1,58.0,高中,0.0,6,21109500,10.7,8.11,53.97,37.92,370000.0,山东省,371000.0,1397.269396,11363992.0,0.0,6300.0,1352.729072,山东省,370000.0,371000.0,36.17852632,206217.6,30.60000038,41.70000076,1.995147275,
2012,山东省,威海市,92148.0,253.7,5,0,1,0,0,张惠,1,0,45.0,硕士,0.0,孙述涛,1,0,47.0,博士,0.0,7,23378600,9.4,7.7,53.44,38.86,370000.0,山东省,371000.0,1290.786129,10459240.0,0.0,5734.0,1178.70647,山东省,370000.0,371000.0,32.68596491,186310.0,27.39999962,37.70000076,1.74859719,
2013,山东省,威海市,100381.0,253.7,1,0,0,1,0,张惠,2,0,46.0,硕士,0.0,孙述涛,2,0,48.0,博士,0.0,8,25496900,9.06,7.98,51.49,40.53,370000.0,山东省,371000.0,1367.679566,11097352.0,0.0,6100.0,1302.042766,山东省,370000.0,371000.0,36.21985964,206453.1999,29.20000076,43.20000076,2.743899799,
2014,山东省,威海市,99392.0,254.3,2,0,0,0,1,张惠,3,0,47.0,硕士,0.0,孙述涛,3,0,49.0,博士,0.0,9,27903400,9.81,7.44,48.56,44.01,370000.0,山东省,371000.0,1476.352673,11985031.0,0.0,6036.0,1300.895425,山东省,370000.0,371000.0,37.21101751,212102.7998,31.0,44.59999847,2.580716179,
2015,山东省,威海市,106922.0,254.75,3,0,0,0,0,张惠,4,0,48.0,硕士,0.0,孙述涛,4,0,50.0,博士,0.0,10,30015700,8.5,7.23,47.38,45.38,370000.0,山东省,371000.0,1442.341704,11717584.0,0.0,6132.0,1265.433425,山东省,370000.0,371000.0,36.28843859,206844.1,31.0,42.20000076,1.801991843,
2016,山东省,威海市,114220.0,255.0,4,1,0,0,0,张惠,5,0,49.0,硕士,0.0,孙述涛,5,0,51.0,博士,0.0,11,32122000,8.0,7.14,45.56,47.3,370000.0,山东省,371000.0,1467.522772,11922155.0,0.0,6015.0,1295.144263,山东省,370000.0,371000.0,33.71819295,192193.6998,28.60000038,37.59999847,1.204122548,
2017,山东省,威海市,124463.0,256.0,5,0,1,0,0,张惠,6,1,50.0,硕士,0.0,孙述涛,6,0,52.0,博士,0.0,12,35129100,8.2,0.0,0.0,0.0,370000.0,山东省,371000.0,1497.267547,12138348.0,0.0,5913.0,1263.476779,山东省,370000.0,371000.0,27.93470175,159227.8,22.5,32.90000153,1.971537058,
2018,山东省,威海市,128774.0,256.0,1,0,0,1,0,张海波,1,0,49.0,大学,0.0,孙述涛,7,1,53.0,博士,0.0,13,36414800,6.8,7.72,43.97,48.31,370000.0,山东省,371000.0,1308.747539,10637500.0,0.0,5848.0,1168.271269,山东省,370000.0,371000.0,25.00047368,142502.7,21.29999924,29.20000076,1.352032701,
2019,山东省,威海市,104615.0,257.0,2,0,0,0,1,张海波,2,0,50.0,大学,0.0,王鲁明,1,0,58.0,博士,0.0,14,29640000,3.6,9.74,40.36,49.89,370000.0,山东省,371000.0,1612.230362,13094535.0,0.0,6228.0,1404.860413,山东省,370000.0,371000.0,28.54156139,162686.8999,24.5,32.79999924,1.495468043,
2006,山东省,潍坊市,19677.0,855.29,4,1,0,0,0,张新起,4,1,50.0,研究生,1.0,张传林,4,1,54.0,高中,0.0,1,17208800,16.5,12.31,58.15,29.55,370000.0,山东省,370700.0,1131.355474,25668193.0,0.0,6300.0,1185.078318,山东省,370000.0,370700.0,65.65626142,1041767.9,52.59999847,88.0,6.392552296,
2007,山东省,潍坊市,23349.0,859.13,5,0,1,0,0,许立全,1,0,52.0,博士,0.0,张新起,1,0,51.0,研究生,1.0,2,20560200,15.8,11.55,58.11,30.34,370000.0,山东省,370700.0,1123.496975,25626966.0,0.0,6300.0,1164.238003,山东省,370000.0,370700.0,64.84704732,1028928.1,51.59999847,86.80000305,5.693991462,
2008,山东省,潍坊市,28106.0,862.48,1,0,0,1,0,许立全,2,0,53.0,博士,0.0,张新起,2,0,52.0,研究生,1.0,3,24918100,13.2,11.3,58.39,30.3,370000.0,山东省,370700.0,1129.204837,25727803.0,0.0,6300.0,1173.637942,山东省,370000.0,370700.0,63.82284618,1012677.1,50.40000153,91.5,5.953657491,
2009,山东省,潍坊市,30338.0,865.17,2,0,0,0,1,许立全,3,0,54.0,博士,0.0,张新起,3,0,53.0,研究生,1.0,4,27072300,12.9,11.15,56.37,32.48,370000.0,山东省,370700.0,1175.461432,26393811.0,0.0,6300.0,1221.786418,山东省,370000.0,370700.0,64.72987334,1027068.9,50.79999924,88.40000153,5.704322301,
2010,山东省,潍坊市,34273.0,870.82,3,0,0,0,0,许立全,4,0,55.0,博士,0.0,张新起,4,0,54.0,研究生,1.0,5,30909200,13.3,10.69,55.66,33.65,370000.0,山东省,370700.0,1055.428225,23961387.0,0.0,6300.0,1109.8423,山东省,370000.0,370700.0,59.51696603,944355.6999,47.90000153,81.0,5.954275097,
2011,山东省,潍坊市,38833.0,875.7,4,1,0,0,0,许立全,5,1,56.0,博士,0.0,张新起,5,1,55.0,研究生,1.0,6,35418400,11.0,10.14,55.38,34.48,370000.0,山东省,370700.0,1227.93783,27691226.0,0.0,6300.0,1266.720416,山东省,370000.0,370700.0,67.11621606,1064933.0,52.59999847,92.0,6.498343227,
2012,山东省,潍坊市,43681.0,878.2,5,0,1,0,0,刘曙光,1,0,50.0,研究生,0.0,许立全,1,0,57.0,博士,0.0,7,40124300,10.6,9.73,53.99,36.28,370000.0,山东省,370700.0,1149.250936,25770803.0,0.0,6300.0,1159.765345,山东省,370000.0,370700.0,62.6715447,994409.3998,50.0,84.19999695,6.187243254,
2013,山东省,潍坊市,50065.0,880.9,1,0,0,1,0,刘曙光,2,0,51.0,研究生,0.0,杜昌文,1,1,56.0,研究生,0.0,8,44207000,10.18,9.8,51.97,38.23,370000.0,山东省,370700.0,1214.018842,27512095.0,0.0,6300.0,1271.048595,山东省,370000.0,370700.0,64.16551333,1018114.2,50.90000153,90.69999695,6.358664359,
2014,山东省,潍坊市,51826.0,885.6,2,0,0,0,1,刘曙光,3,0,52.0,研究生,0.0,杜昌文,2,0,57.0,研究生,0.0,9,47860000,9.1,9.53,50.81,39.66,370000.0,山东省,370700.0,1267.504857,28573362.0,0.0,6300.0,1283.853558,山东省,370000.0,370700.0,58.80461335,933052.8,46.40000153,78.5,5.381284485,
2015,山东省,潍坊市,55824.0,890.92,3,0,0,0,0,刘曙光,4,0,53.0,研究生,0.0,杜昌文,3,0,58.0,研究生,0.0,10,51705000,8.3,8.8,48.17,43.02,370000.0,山东省,370700.0,1260.121169,28578288.0,0.0,6300.0,1268.344661,山东省,370000.0,370700.0,65.24695279,1035273.4,51.09999847,91.19999695,7.601057235,
2016,山东省,潍坊市,59275.0,932.0,4,1,0,0,0,刘曙光,5,0,54.0,研究生,0.0,杜昌文,4,0,59.0,研究生,0.0,11,51706000,8.0,8.8,48.17,43.02,370000.0,山东省,370700.0,1247.492149,28283142.0,0.0,6300.0,1276.504094,山东省,370000.0,370700.0,56.45892734,895833.8001,42.79999924,77.69999695,6.399863255,
2017,山东省,潍坊市,62553.0,936.0,5,0,1,0,0,李宽端,1,1,54.0,硕士,0.0,刘曙光,1,1,55.0,研究生,0.0,12,58549200,9.4,0.0,0.0,0.0,370000.0,山东省,370700.0,1345.71539,30104999.0,0.0,6300.0,1333.618061,山东省,370000.0,370700.0,51.06538097,810254.3998,37.59999847,73.19999695,6.693963233,
2018,山东省,潍坊市,65721.0,911.0,1,0,0,1,0,李宽端,2,1,55.0,硕士,0.0,刘曙光,2,1,56.0,研究生,0.0,13,61567800,6.5,8.31,44.54,47.15,370000.0,山东省,370700.0,1197.640069,27181639.0,0.0,6300.0,1260.355561,山东省,370000.0,370700.0,45.21481692,717423.5,29.39999962,63.5,5.54857119,
2019,山东省,潍坊市,60760.0,916.0,2,0,0,0,1,田庆盈,1,0,52.0,研究生,0.0,惠新安,1,0,56.0,硕士,0.0,14,56890000,3.7,9.1,40.27,50.62,370000.0,山东省,370700.0,1375.55366,30889433.0,0.0,6300.0,1380.044338,山东省,370000.0,370700.0,47.89722694,759985.2999,31.70000076,65.90000153,5.475843125,
2006,陕西省,渭南市,6407.0,541.57,4,1,0,0,0,曹莉莉,4,0,52.0,研究生,0.0,刘新文,4,0,53.0,硕士,0.0,1,3500700,12.0,18.18,46.06,35.77,610000.0,陕西省,610500.0,633.4449744,11154966.0,0.0,5914.0,702.6899694,陕西省,610000.0,610500.0,67.44012339,863773.1004,35.5,87.90000153,12.71781708,
2007,陕西省,渭南市,7812.0,546.87,5,0,1,0,0,曹莉莉,5,0,53.0,研究生,0.0,刘新文,5,0,54.0,硕士,0.0,2,4248820,12.8,18.87,46.41,34.71,610000.0,陕西省,610500.0,642.976421,11289380.0,0.0,5879.0,676.2490974,陕西省,610000.0,610500.0,64.08393196,820787.0006,31.79999924,82.59999847,12.92088789,
2008,陕西省,渭南市,9535.0,551.88,1,0,0,1,0,徐新荣,1,1,46.0,硕士,0.0,梁凤民,1,1,53.0,大学,0.0,3,4897150,15.2,19.66,44.08,36.26,610000.0,陕西省,610500.0,651.675521,11383468.0,0.0,5767.0,674.1021324,陕西省,610000.0,610500.0,57.77190816,739942.5997,28.39999962,76.19999695,12.03074266,
2009,陕西省,渭南市,12069.0,554.37,2,0,0,0,1,徐新荣,2,0,47.0,硕士,0.0,梁凤民,2,0,54.0,大学,0.0,4,6554980,14.3,15.34,47.75,36.91,610000.0,陕西省,610500.0,658.8295803,10971489.0,0.0,6044.0,752.2322837,陕西省,610000.0,610500.0,56.5409041,724175.8998,27.60000038,74.69999695,11.7858985,
2010,陕西省,渭南市,14950.0,558.46,3,0,0,0,0,徐新荣,3,0,48.0,硕士,0.0,梁凤民,3,0,55.0,大学,0.0,5,8014230,15.0,16.09,49.23,34.68,610000.0,陕西省,610500.0,644.9374964,11267703.0,0.0,5562.0,599.7367171,陕西省,610000.0,610500.0,61.98326828,793881.7001,28.70000076,78.90000153,11.98231325,
2011,陕西省,渭南市,19424.0,562.4,4,1,0,0,0,徐新荣,4,0,49.0,硕士,0.0,庄长兴,1,1,49.0,硕士,0.0,6,10289730,15.0,15.6,52.98,31.42,610000.0,陕西省,610500.0,721.1858314,12317854.0,0.0,6169.0,750.8360792,陕西省,610000.0,610500.0,66.11467054,846796.7002,35.79999924,86.90000153,11.95279965,
2012,陕西省,渭南市,21717.0,532.3,5,0,1,0,0,徐新荣,5,0,50.0,硕士,0.0,庄长兴,2,0,50.0,硕士,0.0,7,11537980,14.5,15.6,52.93,31.47,610000.0,陕西省,610500.0,702.4646636,12017063.0,0.0,5580.0,662.97607,陕西省,610000.0,610500.0,65.54530763,839504.3001,33.20000076,86.59999847,13.17150448,
2013,陕西省,渭南市,23667.0,532.6,1,0,0,1,0,李明远,1,1,48.0,博士,0.0,徐新荣,1,1,51.0,硕士,0.0,8,13490070,16.92,15.0,55.09,29.9,610000.0,陕西省,610500.0,682.0380639,12005234.0,0.0,6097.0,827.6523824,陕西省,610000.0,610500.0,62.38228449,798992.2998,30.89999962,79.09999847,12.12666772,
2014,陕西省,渭南市,26675.0,530.2,2,0,0,0,1,李明远,2,0,49.0,博士,0.0,徐新荣,2,0,52.0,硕士,0.0,9,14237500,10.5,14.55,52.77,32.68,610000.0,陕西省,610500.0,738.1824615,13039255.0,0.0,6041.0,863.2430138,陕西省,610000.0,610500.0,56.34986728,721729.1002,24.10000038,73.59999847,12.41146268,
2015,陕西省,渭南市,27452.0,556.0,3,0,0,0,0,李明远,3,0,50.0,博士,0.0,徐新荣,3,1,53.0,硕士,0.0,10,14690806,8.7,14.56,50.18,35.26,610000.0,陕西省,610500.0,764.3479891,13455582.0,0.0,6300.0,872.5496733,陕西省,610000.0,610500.0,51.53936602,660116.2,23.5,66.40000153,10.43528308,
2016,陕西省,渭南市,27743.0,557.0,4,1,0,0,0,李明远,4,0,51.0,博士,0.0,陆治原,1,0,52.0,博士,0.0,11,14886210,7.5,15.1,46.03,38.87,610000.0,陕西省,610500.0,773.5189398,13600010.0,0.0,6300.0,905.3824832,陕西省,610000.0,610500.0,55.95763587,716705.4002,26.39999962,76.19999695,13.43859929,
2017,陕西省,渭南市,30697.0,557.0,5,0,1,0,0,李明远,5,0,52.0,博士,0.0,陆治原,2,0,53.0,博士,0.0,12,16506300,8.32,0.0,0.0,0.0,610000.0,陕西省,610500.0,792.2241794,13177857.0,0.0,6246.0,930.831463,陕西省,610000.0,610500.0,54.77744378,701589.4999,26.29999924,79.09999847,13.52887618,
2018,陕西省,渭南市,33009.0,546.0,1,0,0,1,0,李毅,1,1,48.0,硕士,0.0,李明远,1,1,53.0,博士,0.0,13,17677130,7.1,16.79,41.99,41.22,610000.0,陕西省,610500.0,722.3584505,12587096.0,0.0,5946.0,777.1483666,陕西省,610000.0,610500.0,47.20055433,604544.6999,21.29999924,66.80000305,11.06865119,
2019,陕西省,渭南市,34481.0,530.0,2,0,0,0,1,李毅,2,0,49.0,硕士,0.0,魏建锋,1,0,53.0,博士,0.0,14,18280000,4.2,17.78,37.17,45.07,610000.0,陕西省,610500.0,860.6813452,14971552.0,0.0,6300.0,972.3703363,陕西省,610000.0,610500.0,49.96189879,639911.9997,23.10000038,70.0,11.26190013,
2006,浙江省,温州市,24390.0,756.48,4,1,0,0,0,邵占维,1,1,50.0,硕士,0.0,王建满,2,0,52.0,研究生,0.0,1,18375038,13.4,3.57,54.77,41.66,330000.0,浙江省,330300.0,934.6668156,12553510.0,0.0,6299.0,1366.384053,浙江省,330000.0,330300.0,37.27880793,394036.9998,26.79999924,51.09999847,4.638042545,
2007,浙江省,温州市,28387.0,764.57,5,0,1,0,0,邵占维,2,0,51.0,硕士,0.0,王建满,3,0,53.0,研究生,0.0,2,21589093,14.3,3.15,54.21,42.63,330000.0,浙江省,330300.0,978.6741163,13400006.0,0.0,6241.0,1360.50502,浙江省,330000.0,330300.0,40.93331125,432665.0999,30.10000038,54.59999847,4.882012765,
2008,浙江省,温州市,31555.0,771.99,1,0,0,1,0,赵一德,1,1,43.0,研究生,0.0,邵占维,1,1,52.0,硕士,0.0,3,24242923,8.5,3.16,53.08,43.76,330000.0,浙江省,330300.0,1005.671056,12984219.0,0.0,6143.0,1387.851935,浙江省,330000.0,330300.0,40.5514191,428628.4999,28.20000076,55.09999847,4.912897899,
2009,浙江省,温州市,32588.0,775.55,2,0,0,0,1,赵一德,2,0,44.0,研究生,0.0,邵占维,2,0,53.0,硕士,0.0,4,25273448,8.5,3.18,52.0,44.82,330000.0,浙江省,330300.0,984.4209762,12201898.0,0.0,5942.0,1386.309065,浙江省,330000.0,330300.0,38.90701986,411247.1999,26.70000076,53.40000153,5.164701852,
2010,浙江省,温州市,37359.0,782.96,3,0,0,0,0,赵一德,3,0,45.0,研究生,0.0,邵占维,3,1,54.0,硕士,0.0,5,29250426,11.1,3.2,52.43,44.37,330000.0,浙江省,330300.0,957.4983905,12195657.0,0.0,6031.0,1303.019904,浙江省,330000.0,330300.0,35.26212865,372720.6998,24.0,47.5,4.593687947,
2011,浙江省,温州市,43132.0,792.6,4,1,0,0,0,赵一德,4,1,46.0,研究生,0.0,陈德荣,1,0,50.0,研究生,0.0,6,34185315,9.51,3.16,51.51,45.34,330000.0,浙江省,330300.0,1162.52082,14629162.0,0.0,6185.0,1514.581288,浙江省,330000.0,330300.0,36.46084197,385391.0997,26.60000038,49.59999847,5.035336417,
2012,浙江省,温州市,40103.0,799.3,5,0,1,0,0,陈金彪,1,0,49.0,研究生,0.0,陈德荣,2,0,51.0,研究生,0.0,7,36691842,6.69,3.11,50.5,46.39,330000.0,浙江省,330300.0,1022.922048,13083173.0,0.0,5778.0,1319.277441,浙江省,330000.0,330300.0,34.86036894,368474.0997,26.60000038,45.79999924,3.871491232,
2013,浙江省,温州市,49614.0,803.7,1,0,0,1,0,陈金彪,2,0,50.0,研究生,0.0,陈德荣,3,1,52.0,研究生,0.0,8,40038617,9.12,2.88,50.34,46.78,330000.0,浙江省,330300.0,980.4380058,13569262.0,0.0,6005.0,1363.615384,浙江省,330000.0,330300.0,35.99562914,380473.8,25.39999962,48.09999847,4.599016091,
2014,浙江省,温州市,47118.0,810.5,2,0,0,0,1,陈金彪,3,0,51.0,研究生,0.0,陈一新,1,0,55.0,研究生,0.0,9,43030460,7.2,2.74,47.17,50.09,330000.0,浙江省,330300.0,1064.751821,14616913.0,0.0,6115.0,1423.890042,浙江省,330000.0,330300.0,37.9101419,400710.1998,27.5,48.70000076,4.367625252,
2015,浙江省,温州市,50790.0,812.45,3,0,0,0,0,徐立毅,1,1,51.0,大学,0.0,陈一新,2,0,56.0,研究生,0.0,10,46180766,8.29,2.81,43.8,53.4,330000.0,浙江省,330300.0,1078.128995,14943946.0,0.0,6219.0,1383.917807,浙江省,330000.0,330300.0,34.43637652,363992.4998,23.39999962,46.90000153,5.140363097,
2016,浙江省,温州市,55779.0,815.0,4,1,0,0,0,张耕,1,1,51.0,研究生,0.0,徐立毅,1,1,52.0,大学,0.0,11,51015586,8.4,2.74,41.09,56.17,330000.0,浙江省,330300.0,1113.317888,15136670.0,0.0,6300.0,1415.75973,浙江省,330000.0,330300.0,31.31812676,331032.5998,22.39999962,42.20000076,4.231308632,
2017,浙江省,温州市,58854.0,821.0,5,0,1,0,0,张耕,2,0,52.0,研究生,0.0,周江勇,1,1,50.0,硕士,1.0,12,54115700,7.41,0.0,0.0,0.0,330000.0,浙江省,330300.0,1173.4288,14684288.0,0.0,5978.0,1472.29873,浙江省,330000.0,330300.0,31.43947965,332315.2999,21.89999962,43.5,4.444836624,
2018,浙江省,温州市,65055.0,827.0,1,0,0,1,0,姚高员,1,1,50.0,研究生,0.0,陈伟俊,1,1,52.0,研究生,0.0,13,60061616,7.77,2.36,39.62,58.02,330000.0,浙江省,330300.0,1060.649246,14145879.0,0.0,6129.0,1360.053102,浙江省,330000.0,330300.0,26.46698202,279755.9999,17.89999962,37.29999924,3.845620018,
2019,浙江省,温州市,71225.0,831.0,2,0,0,0,1,姚高员,2,0,51.0,研究生,0.0,陈伟俊,2,0,53.0,研究生,0.0,14,66060000,8.16,2.3,42.57,55.14,330000.0,浙江省,330300.0,1252.086742,16469949.0,0.0,6239.0,1547.5645,浙江省,330000.0,330300.0,25.65157992,271137.1997,17.89999962,36.29999924,3.805795535,
2006,内蒙古,乌海市,32598.0,43.35,5,0,1,0,0,白向群,4,0,44.0,博士,1.0,赵忠,4,0,54.0,大学,0.0,1,1523965,18.1,1.34,63.59,35.06,150000.0,内蒙古自治区,150300.0,1668.276675,4033893.0,0.0,5777.0,1588.278767,内蒙古自治区,150000.0,150300.0,57.14936417,98868.40002,49.70000076,64.80000305,3.634210609,
2007,内蒙古,乌海市,40135.0,47.7,1,0,0,1,0,白向群,5,0,45.0,博士,1.0,赵忠,5,0,55.0,大学,0.0,2,1900400,18.4,1.21,65.54,33.25,150000.0,内蒙古自治区,150300.0,1663.597158,3980988.0,0.0,5942.0,1609.478439,内蒙古自治区,150000.0,150300.0,47.09057801,81466.69995,39.79999924,54.0,3.364573704,
2008,内蒙古,乌海市,50036.0,48.27,2,0,0,0,1,侯凤岐,1,1,46.0,博士,1.0,白向群,1,1,46.0,博士,1.0,3,2401000,12.6,1.15,66.17,32.68,150000.0,内蒙古自治区,150300.0,1635.574939,3994074.0,0.0,6156.0,1544.237388,内蒙古自治区,150000.0,150300.0,44.05161848,76209.29998,36.90000153,51.5,3.377149115,
2009,内蒙古,乌海市,64147.0,47.1,3,0,0,0,0,侯凤岐,2,0,47.0,博士,1.0,白向群,2,0,47.0,博士,1.0,4,3112080,22.8,1.0,68.84,30.16,150000.0,内蒙古自治区,150300.0,1682.047264,4057098.0,0.0,5883.0,1602.050208,内蒙古自治区,150000.0,150300.0,45.77670521,79193.70002,36.70000076,55.0,4.300005475,
2010,内蒙古,乌海市,76653.0,50.5,4,1,0,0,0,侯凤岐,3,0,48.0,博士,1.0,白向群,3,0,48.0,博士,1.0,5,3911235,19.7,0.95,71.72,27.33,150000.0,内蒙古自治区,150300.0,1422.433566,3457936.0,0.0,5841.0,1458.367482,内蒙古自治区,150000.0,150300.0,55.12809248,95371.6,45.20000076,65.30000305,4.833934821,
2011,内蒙古,乌海市,89521.0,53.8,5,0,1,0,0,侯凤岐,4,0,49.0,博士,1.0,鲍常青,1,1,56.0,高中,0.0,6,4832452,15.8,0.9,72.83,26.27,150000.0,内蒙古自治区,150300.0,1787.223615,4419804.0,0.0,6254.0,1669.472441,内蒙古自治区,150000.0,150300.0,53.59404622,92717.69995,42.90000153,64.09999847,5.62596067,
2012,内蒙古,乌海市,103242.0,54.5,1,0,0,1,0,侯凤岐,5,0,50.0,博士,1.0,鲍常青,2,0,57.0,高中,0.0,7,5625710,14.0,0.86,73.45,25.69,150000.0,内蒙古自治区,150300.0,1663.382269,4090257.0,0.0,5872.0,1562.702956,内蒙古自治区,150000.0,150300.0,47.55618498,82272.20002,38.59999847,55.29999924,3.938128997,
2013,内蒙古,乌海市,103660.0,55.1,2,0,0,0,1,侯凤岐,6,1,51.0,博士,1.0,侯凤岐,1,1,51.0,博士,1.0,8,5701293,1.34,0.91,65.94,33.15,150000.0,内蒙古自治区,150300.0,1438.852426,3529505.0,0.0,5949.0,1414.812289,内蒙古自治区,150000.0,150300.0,46.33531795,80160.10005,36.79999924,55.59999847,4.421391817,
2014,内蒙古,乌海市,108556.0,55.4,3,0,0,0,0,毕力夫,1,0,54.0,博士,0.0,侯凤岐,2,0,52.0,博士,1.0,9,6010187,8.8,0.79,63.4,35.81,150000.0,内蒙古自治区,150300.0,1485.818144,3537733.0,0.0,6162.0,1418.182885,内蒙古自治区,150000.0,150300.0,41.00716764,70942.40002,31.89999962,50.20000076,4.098294243,
2015,内蒙古,乌海市,100871.0,55.5,4,1,0,0,0,艾丽华,1,1,51.0,硕士,0.0,侯凤岐,3,0,53.0,博士,1.0,10,5598322,7.5,0.85,57.01,42.15,150000.0,内蒙古自治区,150300.0,1436.47272,3448971.0,0.0,6103.0,1396.60996,内蒙古自治区,150000.0,150300.0,46.22560696,79970.30005,36.5,56.29999924,4.301568452,
2016,内蒙古,乌海市,102725.0,56.0,5,0,1,0,0,史万钧,1,1,53.0,研究生,0.0,侯凤岐,4,1,54.0,博士,1.0,11,5722261,6.8,0.85,56.58,42.57,150000.0,内蒙古自治区,150300.0,1483.404792,3529020.0,0.0,6143.0,1422.918017,内蒙古自治区,150000.0,150300.0,40.92121384,70793.69994,31.5,49.59999847,3.822849285,
2017,内蒙古,乌海市,0.0,56.0,1,0,0,1,0,高世宏,1,1,48.0,硕士,1.0,史万钧,1,0,54.0,研究生,0.0,12,0,5.3,0.0,0.0,0.0,150000.0,内蒙古自治区,150300.0,1606.161771,3772874.0,0.0,6260.0,1523.454151,内蒙古自治区,150000.0,150300.0,40.11572255,69400.20001,31.89999962,47.0,3.330785319,
2018,内蒙古,乌海市,88041.0,56.0,2,0,0,0,1,高世宏,2,0,49.0,硕士,1.0,史万钧,2,0,55.0,研究生,0.0,13,4959360,13.0,1.01,61.94,37.05,150000.0,内蒙古自治区,150300.0,1296.241015,3065610.0,0.0,5848.0,1302.601391,内蒙古自治区,150000.0,150300.0,37.90208092,65570.59999,30.60000038,45.20000076,3.107011121,
2019,内蒙古,乌海市,97565.0,56.0,3,0,0,0,0,高世宏,3,0,50.0,硕士,1.0,史万钧,3,0,56.0,研究生,0.0,14,5510000,9.5,0.94,62.17,36.88,150000.0,内蒙古自治区,150300.0,1686.610276,4037745.0,0.0,6068.0,1548.787308,内蒙古自治区,150000.0,150300.0,36.66670522,63433.40003,29.29999924,44.0,3.104967416,
2006,内蒙古,乌兰察布市,10268.0,278.16,5,0,1,0,0,傅铁钢,4,1,50.0,大学,1.0,吴永新,2,0,53.0,大学,0.0,1,2850871,16.7,22.58,43.59,33.83,150000.0,内蒙古自治区,150900.0,109.1165538,5560034.0,0.0,6241.0,426.6781544,内蒙古自治区,150000.0,150900.0,32.25874403,1898104.499,20.39999962,43.40000153,4.149687771,
2007,内蒙古,乌兰察布市,16071.0,284.26,1,0,0,1,0,李万忠,1,0,41.0,研究生,1.0,吴永新,3,0,54.0,大学,0.0,2,3440007,13.7,18.02,47.68,34.3,150000.0,内蒙古自治区,150900.0,153.3584111,5933897.0,0.0,6300.0,502.2709975,内蒙古自治区,150000.0,150900.0,26.86997789,1581029.499,18.0,40.0,3.818878068,
2008,内蒙古,乌兰察布市,20358.0,287.11,2,0,0,0,1,李万忠,2,0,42.0,研究生,1.0,吴永新,4,0,55.0,大学,0.0,3,4346864,13.6,18.93,48.66,32.41,150000.0,内蒙古自治区,150900.0,126.0501007,5567759.0,0.0,6300.0,488.9529956,内蒙古自治区,150000.0,150900.0,27.60775662,1624440.399,18.10000038,37.09999847,3.394019709,
2009,内蒙古,乌兰察布市,23489.0,289.63,3,0,0,0,0,李万忠,3,0,43.0,研究生,1.0,吴永新,5,0,56.0,大学,0.0,4,5000100,13.5,15.64,52.34,32.02,150000.0,内蒙古自治区,150900.0,111.2032178,5128470.0,0.0,6300.0,501.7069877,内蒙古自治区,150000.0,150900.0,29.78831235,1752744.299,22.5,37.90000153,2.648698248,
2010,内蒙古,乌兰察布市,26604.0,288.32,4,1,0,0,0,李万忠,4,1,44.0,研究生,1.0,吴永新,6,0,57.0,大学,0.0,5,5676016,11.0,16.55,52.28,31.17,150000.0,内蒙古自治区,150900.0,128.3755341,5588187.0,0.0,6010.0,443.1779236,内蒙古自治区,150000.0,150900.0,30.71632391,1807348.499,22.5,40.40000153,3.132393259,
2011,内蒙古,乌兰察布市,32246.0,288.0,5,0,1,0,0,陶淑菊,1,0,49.0,硕士,1.0,王学丰,1,1,48.0,研究生,1.0,6,6900415,13.1,16.19,53.79,30.02,150000.0,内蒙古自治区,150900.0,162.5781985,6947129.0,0.0,6268.0,534.4901067,内蒙古自治区,150000.0,150900.0,29.62539258,1743158.099,20.0,41.09999847,4.144791134,
2012,内蒙古,乌兰察布市,36721.0,287.9,1,0,0,1,0,陶淑菊,2,0,50.0,硕士,1.0,王学丰,2,0,49.0,研究生,1.0,7,7811700,10.3,15.56,54.99,29.46,150000.0,内蒙古自治区,150900.0,131.1393434,6451400.0,0.0,5874.0,467.2587625,内蒙古自治区,150000.0,150900.0,26.41290617,1554135.399,16.60000038,41.09999847,4.931119995,
2013,内蒙古,乌兰察布市,29463.0,285.1,2,0,0,0,1,陶淑菊,3,0,51.0,硕士,1.0,王学丰,3,0,50.0,研究生,1.0,8,8337947,6.74,16.03,52.42,31.55,150000.0,内蒙古自治区,150900.0,148.9928693,7626498.0,0.0,6196.0,511.1619002,内蒙古自治区,150000.0,150900.0,24.55427599,1444773.599,15.39999962,37.40000153,4.866533777,
