Year,Province_x,City,GDP_captia,population,PBC,Before,PCPC,Post,Post_1,mayor,mayor_tenure,mayor_turnover,mayor_age,mayor_education,mayor_corruption,secret,secret_tenure,secret_turnover,secret_age,secret_education,secret_corruption,t,GDP,GDP_growth,First,Second,Third,Prov_code_x,Province_y,City_code_x,light_mean,light_sum,light_min,light_max,light_std,Province,Prov_code_y,City_code_y,PM_mean,PM_sum,PM_min,PM_max,PM_std,Unnamed: 10
2008,四川省,乐山市,16737.0,353.5,1,0,0,1,0,姜晓亭,4,1,52.0,大学,0.0,姜晓亭,1,1,52.0,大学,0.0,3,5623939,14.1,16.62,58.66,24.72,510000.0,四川省,511100.0,336.6283389,4259695.0,0.0,4724.0,558.9963948,四川省,510000.0,511100.0,62.44955601,738465.9999,36.0,82.90000153,13.03908726,
2009,四川省,乐山市,18379.0,353.38,2,0,0,0,1,蒋辅义,1,0,51.0,大学,0.0,姜晓亭,2,1,53.0,大学,0.0,4,6190171,15.3,14.76,57.16,28.08,510000.0,四川省,511100.0,296.4049232,4069936.0,0.0,4675.0,545.246605,四川省,510000.0,511100.0,59.9371755,708757.1002,35.90000153,84.90000153,12.15600284,
2010,四川省,乐山市,22990.0,353.29,3,0,0,0,0,蒋辅义,2,0,52.0,大学,0.0,唐坚,1,0,53.0,硕士,0.0,5,7439150,16.2,13.45,59.48,27.07,510000.0,四川省,511100.0,300.1512525,4121677.0,0.0,4512.0,467.1291672,四川省,510000.0,511100.0,60.73873995,718235.5999,35.79999924,82.30000305,13.1686593,
2011,四川省,乐山市,28339.0,353.9,4,1,0,0,0,蒋辅义,3,0,53.0,大学,0.0,唐坚,2,0,54.0,硕士,0.0,6,9180596,16.0,12.48,61.8,25.72,510000.0,四川省,511100.0,378.5520101,4792847.0,0.0,5025.0,596.2300506,四川省,510000.0,511100.0,57.65251586,681741.0001,35.09999847,74.90000153,11.34388077,
2012,四川省,乐山市,30386.0,354.8,5,0,1,0,0,蒋辅义,4,0,54.0,大学,0.0,唐坚,3,0,55.0,硕士,0.0,7,10377500,14.4,11.92,62.05,26.03,510000.0,四川省,511100.0,336.3910956,4624032.0,0.0,4722.0,539.003138,四川省,510000.0,511100.0,56.47551794,667822.9997,33.20000076,74.69999695,10.9099428,
2013,四川省,乐山市,31876.0,355.6,1,0,0,1,0,张彤,1,1,40.0,博士,0.0,唐坚,4,0,56.0,硕士,0.0,8,11347900,9.35,11.54,61.58,26.88,510000.0,四川省,511100.0,276.2601835,3553811.0,0.0,5145.0,543.3572803,四川省,510000.0,511100.0,56.92630867,673153.6001,37.09999847,78.69999695,10.98860528,
2014,四川省,乐山市,37125.0,355.9,2,0,0,0,1,张彤,2,0,41.0,博士,0.0,唐坚,5,0,57.0,硕士,0.0,9,12075899,7.05,11.19,59.65,29.16,510000.0,四川省,511100.0,284.6468948,3776695.0,0.0,4991.0,560.197484,四川省,510000.0,511100.0,48.17298943,569645.6,32.20000076,62.90000153,8.62199102,
2015,四川省,乐山市,39973.0,354.84,3,0,0,0,0,张彤,3,0,42.0,博士,0.0,唐坚,6,0,58.0,硕士,0.0,10,13012326,9.14,10.95,58.95,30.1,510000.0,四川省,511100.0,345.9929717,4184439.0,0.0,4912.0,592.4803725,四川省,510000.0,511100.0,44.21250739,522812.8999,28.60000038,57.79999924,8.713794618,
2016,四川省,乐山市,43110.0,354.0,4,1,0,0,0,张彤,4,0,43.0,博士,0.0,彭琳,1,1,53.0,博士,0.0,11,14065848,8.2,10.9,54.1,35.0,510000.0,四川省,511100.0,328.3799039,4101465.0,0.0,4801.0,593.2525555,四川省,510000.0,511100.0,43.57249049,515244.7,28.29999924,57.0,7.944877449,
2017,四川省,乐山市,46130.0,353.0,5,0,1,0,0,张彤,5,0,44.0,博士,0.0,彭琳,2,0,54.0,博士,0.0,12,15077900,8.5,0.0,0.0,0.0,510000.0,四川省,511100.0,265.2073092,3700968.0,0.0,4686.0,558.5870925,四川省,510000.0,511100.0,43.06584353,509253.5998,28.10000038,56.59999847,6.95007807,
2018,四川省,乐山市,49397.0,351.0,1,0,0,1,0,张彤,6,0,45.0,博士,0.0,彭琳,3,0,55.0,博士,0.0,13,16150949,8.69,10.27,44.69,45.04,510000.0,四川省,511100.0,305.1942891,4093571.0,0.0,4660.0,505.5184006,四川省,510000.0,511100.0,36.92186889,436601.0997,24.20000076,50.90000153,5.754695424,
2019,四川省,乐山市,56999.0,350.0,2,0,0,0,1,张彤,7,0,46.0,博士,0.0,彭琳,4,0,56.0,博士,0.0,14,18630000,7.6,13.03,43.04,43.95,510000.0,四川省,511100.0,382.0619845,4678349.0,0.0,5051.0,625.5901159,四川省,510000.0,511100.0,35.51967863,420020.1998,23.60000038,48.59999847,5.634046253,
2006,云南省,丽江市,5810.0,115.42,5,0,1,0,0,张祖林,1,0,47.0,博士,0.0,和自兴,1,0,46.0,博士,0.0,1,701749,12.9,21.98,31.57,46.45,530000.0,云南省,530700.0,74.88098355,1601854.0,0.0,5721.0,352.496338,云南省,530000.0,530700.0,21.56552113,402240.1,15.89999962,38.20000076,2.8825187,
2007,云南省,丽江市,6984.0,118.02,1,0,0,1,0,张祖林,2,1,48.0,博士,0.0,和自兴,2,0,47.0,博士,0.0,2,848176,13.93,21.75,33.05,45.2,530000.0,云南省,530700.0,81.34908987,1430117.0,0.0,5123.0,341.7599849,云南省,530000.0,530700.0,19.89395239,371062.0,15.5,36.5,2.895454825,
2008,云南省,丽江市,8301.0,119.49,2,0,0,0,1,王君正,1,0,45.0,博士,0.0,和自兴,3,0,48.0,博士,0.0,3,1011490,18.0,20.63,34.82,44.55,530000.0,云南省,530700.0,81.16416215,1571744.0,0.0,5176.0,340.7955004,云南省,530000.0,530700.0,19.57141324,365045.9998,15.19999981,36.70000076,3.223034459,
2009,云南省,丽江市,9863.0,120.02,3,0,0,0,0,王君正,2,0,46.0,博士,0.0,和自兴,4,1,49.0,博士,0.0,4,1206746,13.0,19.06,36.58,44.36,530000.0,云南省,530700.0,83.28588049,1574936.0,0.0,5803.0,386.0914508,云南省,530000.0,530700.0,19.60165665,365610.0998,15.19999981,35.90000153,2.919424781,
2010,云南省,丽江市,11680.0,120.48,4,1,0,0,0,和良辉,1,1,48.0,研究生,0.0,王君正,1,0,47.0,博士,0.0,5,1435885,15.22,18.12,38.34,43.54,530000.0,云南省,530700.0,85.16651183,1558462.0,0.0,5228.0,321.2925338,云南省,530000.0,530700.0,19.33082779,360558.6,14.69999981,36.79999924,3.135110736,
2011,云南省,丽江市,14279.0,120.8,5,0,1,0,0,和良辉,2,0,49.0,研究生,0.0,王君正,2,0,48.0,博士,0.0,6,1785015,16.5,17.08,41.68,41.24,530000.0,云南省,530700.0,99.15159944,1782250.0,0.0,5936.0,388.5829269,云南省,530000.0,530700.0,19.71250803,367677.6998,15.80000019,35.5,2.54646059,
2012,云南省,丽江市,16870.0,120.1,1,0,0,1,0,和良辉,3,0,50.0,研究生,0.0,王君正,3,1,49.0,博士,0.0,7,2122389,15.8,17.25,42.28,40.47,530000.0,云南省,530700.0,87.90267493,1744956.0,0.0,5482.0,348.2499524,云南省,530000.0,530700.0,19.22501607,358584.9997,15.10000038,33.20000076,2.50870777,
2013,云南省,丽江市,20734.0,119.5,2,0,0,0,1,和良辉,4,0,51.0,研究生,0.0,罗杰,1,0,41.0,研究生,0.0,8,2488114,17.23,16.06,45.29,38.65,530000.0,云南省,530700.0,150.7959599,3112881.0,0.0,5467.0,435.4392489,云南省,530000.0,530700.0,19.93084923,371750.1998,15.39999962,33.70000076,2.498774017,
2014,云南省,丽江市,20663.0,120.6,3,0,0,0,0,张泽军,1,1,50.0,本科,0.0,罗杰,2,0,42.0,研究生,0.0,9,2618385,4.6,16.88,43.06,40.06,530000.0,云南省,530700.0,137.413636,3105823.0,0.0,5496.0,425.0291373,云南省,530000.0,530700.0,18.31257237,341566.0999,14.19999981,31.0,2.355351142,
2015,云南省,丽江市,20724.0,121.02,4,1,0,0,0,张泽军,2,0,51.0,本科,0.0,罗杰,3,0,43.0,研究生,0.0,10,2896117,9.0,15.39,39.78,44.83,530000.0,云南省,530700.0,171.8595212,3582068.0,0.0,5805.0,463.62283,云南省,530000.0,530700.0,17.72188505,330548.6,13.10000038,29.39999962,2.388722164,
2016,云南省,丽江市,24116.0,121.0,5,0,1,0,0,郑艺,1,1,49.0,硕士,0.0,罗杰,4,0,44.0,研究生,0.0,11,3092899,7.0,15.31,38.91,45.79,530000.0,云南省,530700.0,151.9935286,3264669.0,0.0,5560.0,435.5971557,云南省,530000.0,530700.0,16.66489922,310833.7002,11.60000038,28.10000038,2.329759234,
2017,云南省,丽江市,26368.0,122.0,1,0,0,1,0,郑艺,2,0,50.0,硕士,0.0,崔茂虎,1,1,52.0,大学,0.0,12,3394800,8.1,0.0,0.0,0.0,530000.0,云南省,530700.0,143.9488751,2936701.0,0.0,5973.0,486.7448098,云南省,530000.0,530700.0,16.33105833,304606.9,11.5,30.89999962,2.904752149,
2018,云南省,丽江市,27128.0,123.0,2,0,0,0,1,郑艺,3,0,51.0,硕士,0.0,崔茂虎,2,0,53.0,大学,0.0,13,3507628,9.3,15.04,39.26,45.7,530000.0,云南省,530700.0,163.5077063,3405375.0,0.0,5866.0,439.7204759,云南省,530000.0,530700.0,16.32861356,304561.3,11.30000019,30.10000038,2.781183844,
2019,云南省,丽江市,36369.0,123.0,3,0,0,0,0,郑艺,4,0,52.0,硕士,0.0,崔茂虎,3,0,54.0,大学,0.0,14,4730000,9.9,13.58,31.71,54.6,530000.0,云南省,530700.0,192.9196228,4029898.0,0.0,6086.0,511.4375762,云南省,530000.0,530700.0,14.5589481,271553.5,10.30000019,26.0,2.32897626,
2006,浙江省,丽水市,14104.0,252.53,4,1,0,0,0,刘希平,3,1,50.0,研究生,0.0,楼阳生,4,0,47.0,硕士,0.0,1,3553709,13.8,12.63,46.06,41.31,330000.0,浙江省,331100.0,236.9297898,4305962.0,0.0,5497.0,533.007483,浙江省,330000.0,331100.0,32.83456491,520756.1995,23.5,44.90000153,4.017408606,
2007,浙江省,丽水市,17133.0,253.99,5,0,1,0,0,陈荣高,1,0,51.0,研究生,0.0,楼阳生,5,0,48.0,硕士,0.0,2,4338900,15.9,11.63,46.53,41.85,330000.0,浙江省,331100.0,289.6782887,4976673.0,0.0,5520.0,557.0359249,浙江省,330000.0,331100.0,34.71331021,550553.0999,26.5,46.59999847,4.030591465,
2008,浙江省,丽水市,22053.0,255.43,1,0,0,1,0,卢子跃,1,1,46.0,硕士,1.0,陈荣高,1,1,52.0,研究生,0.0,3,5056756,11.8,10.93,48.62,40.46,330000.0,浙江省,331100.0,284.1869813,4588483.0,0.0,5477.0,543.3447245,浙江省,330000.0,331100.0,34.88736443,553313.5998,24.70000076,46.59999847,4.4356792,
2009,浙江省,丽水市,23717.0,256.41,2,0,0,0,1,卢子跃,2,0,47.0,硕士,1.0,陈荣高,2,0,53.0,研究生,0.0,4,5465482,10.6,10.73,47.77,41.49,330000.0,浙江省,331100.0,253.0742107,3911515.0,0.0,5732.0,582.1556731,浙江省,330000.0,331100.0,33.19110339,526410.8998,23.79999924,45.90000153,3.856313071,
2010,浙江省,丽水市,31296.0,258.52,3,0,0,0,0,卢子跃,3,0,48.0,硕士,1.0,陈荣高,3,0,54.0,研究生,0.0,5,6632932,12.9,9.49,49.54,40.97,330000.0,浙江省,331100.0,296.5752761,4834177.0,0.0,5698.0,508.5953269,浙江省,330000.0,331100.0,30.68791298,486710.2998,21.70000076,41.20000076,4.150376244,
2011,浙江省,丽水市,37706.0,255.5,4,1,0,0,0,王永康,1,1,48.0,博士,0.0,卢子跃,1,1,49.0,硕士,1.0,6,7982174,11.5,9.1,50.33,40.57,330000.0,浙江省,331100.0,380.4080497,5945017.0,0.0,6177.0,652.596034,浙江省,330000.0,331100.0,33.19192304,526423.8995,24.10000038,46.09999847,4.133757032,
2012,浙江省,丽水市,42244.0,262.0,5,0,1,0,0,王永康,2,0,49.0,博士,0.0,卢子跃,2,0,50.0,硕士,1.0,7,8941046,10.5,8.88,50.27,40.85,330000.0,浙江省,331100.0,328.8438593,5357853.0,0.0,5708.0,589.0516355,浙江省,330000.0,331100.0,32.13022697,509585.3997,24.10000038,41.0,3.374186313,
2013,浙江省,丽水市,37238.0,263.3,1,0,0,1,0,黄志平,1,1,52.0,研究生,0.0,王永康,1,1,50.0,博士,0.0,8,9830769,9.95,8.61,50.64,40.75,330000.0,浙江省,331100.0,277.414496,5239805.0,0.0,5334.0,599.8909364,浙江省,330000.0,331100.0,32.5362547,516024.9996,22.5,43.09999847,4.023825818,
2014,浙江省,丽水市,49459.0,264.8,2,0,0,0,1,黄志平,2,0,53.0,研究生,0.0,王永康,2,0,51.0,博士,0.0,9,10517517,7.0,8.42,48.07,43.51,330000.0,浙江省,331100.0,287.6946121,5339612.0,0.0,5231.0,621.3656101,浙江省,330000.0,331100.0,34.2608638,543377.2999,23.39999962,45.59999847,4.272779431,
2015,浙江省,丽水市,51676.0,266.01,3,0,0,0,0,黄志平,3,0,54.0,研究生,0.0,王永康,3,0,52.0,博士,0.0,10,11032922,6.37,8.28,45.67,46.05,330000.0,浙江省,331100.0,332.7832164,6071297.0,0.0,5104.0,622.5053519,浙江省,330000.0,331100.0,28.99652584,459884.8998,20.0,39.09999847,4.200070848,
2016,浙江省,丽水市,56238.0,267.0,4,1,0,0,0,胡海峰,1,1,44.0,研究生,0.0,史济锡,1,1,55.0,硕士,0.0,11,12102414,7.12,7.9,44.9,47.2,330000.0,浙江省,331100.0,353.013512,6165734.0,0.0,5320.0,645.1940485,浙江省,330000.0,331100.0,27.01340478,428432.5997,18.60000038,36.40000153,3.100666882,
2017,浙江省,丽水市,57500.0,269.0,5,0,1,0,0,胡海峰,2,0,45.0,研究生,0.0,史济锡,2,0,56.0,硕士,0.0,12,12509200,5.22,0.0,0.0,0.0,330000.0,浙江省,331100.0,319.3490147,5396679.0,0.0,5690.0,695.1318206,浙江省,330000.0,331100.0,27.45578814,435448.7999,18.89999962,37.29999924,3.150700251,
2018,浙江省,丽水市,63611.0,270.0,1,0,0,1,0,吴晓东,1,1,53.0,研究生,0.0,张兵,1,1,52.0,研究生,0.0,13,13946650,8.17,6.75,41.43,51.82,330000.0,浙江省,331100.0,340.2700533,5934650.0,0.0,5199.0,604.6589826,浙江省,330000.0,331100.0,22.83252205,362123.7997,16.20000076,30.60000038,2.796061488,
2019,浙江省,丽水市,66936.0,270.0,2,0,0,0,1,吴晓东,2,0,54.0,研究生,0.0,胡海峰,1,0,47.0,研究生,0.0,14,14770000,8.25,6.77,38.68,54.52,330000.0,浙江省,331100.0,468.7870236,7774364.0,0.0,5809.0,771.1025476,浙江省,330000.0,331100.0,22.00271752,348963.0998,15.60000038,30.0,2.621307635,
2006,江苏省,连云港市,11084.0,479.42,5,0,1,0,0,刘永忠,5,0,50.0,研究生,0.0,王建华,1,0,54.0,硕士,1.0,1,5273800,15.2,18.25,45.8,35.95,320000.0,江苏省,320700.0,960.6476475,9984011.0,0.0,6300.0,1001.181493,江苏省,320000.0,320700.0,58.10565467,423357.7999,51.70000076,67.19999695,3.45006709,
2007,江苏省,连云港市,12857.0,482.23,1,0,0,1,0,刘永忠,6,0,51.0,研究生,0.0,王建华,2,0,55.0,硕士,1.0,2,6181800,15.1,17.03,46.73,36.24,320000.0,江苏省,320700.0,926.7934259,9614555.0,0.0,6300.0,971.2324339,江苏省,320000.0,320700.0,58.39209441,425444.7999,50.09999847,67.09999847,3.899828465,
2008,江苏省,连云港市,15458.0,488.25,2,0,0,0,1,徐一平,1,1,48.0,研究生,0.0,王建华,3,0,56.0,硕士,1.0,3,7501000,13.1,16.37,47.34,36.3,320000.0,江苏省,320700.0,947.6990366,9837116.0,0.0,6300.0,981.7357897,江苏省,320000.0,320700.0,58.83008509,428635.9999,49.29999924,67.30000305,3.942775724,
2009,江苏省,连云港市,19229.0,489.44,3,0,0,0,0,徐一平,2,0,49.0,研究生,0.0,王建华,4,0,57.0,硕士,1.0,4,9411300,13.64,16.41,46.29,37.3,320000.0,江苏省,320700.0,917.3266568,9342972.0,0.0,6300.0,989.2988919,江苏省,320000.0,320700.0,60.72780673,442462.7998,52.29999924,69.69999695,3.423886893,
2010,江苏省,连云港市,26987.0,494.18,4,1,0,0,0,徐一平,3,0,50.0,研究生,0.0,王建华,5,0,58.0,硕士,1.0,5,11933100,13.6,15.3,45.68,39.02,320000.0,江苏省,320700.0,903.7545763,9331266.0,0.0,6177.0,880.9160735,江苏省,320000.0,320700.0,55.93918472,407572.8999,48.0,62.90000153,3.228493229,
2011,江苏省,连云港市,32119.0,501.5,5,0,1,0,0,杨省世,1,1,46.0,博士,0.0,王建华,6,1,59.0,硕士,1.0,6,14105200,13.0,14.47,46.39,39.14,320000.0,江苏省,320700.0,1029.319791,10641108.0,0.0,6300.0,1040.237212,江苏省,320000.0,320700.0,57.48425747,418830.2999,46.0,66.0,3.997030215,
2012,江苏省,连云港市,36470.0,508.1,1,0,0,1,0,杨省世,2,0,47.0,博士,0.0,李强,1,0,53.0,硕士,0.0,7,16034200,12.7,14.49,45.91,39.6,320000.0,江苏省,320700.0,984.2200851,10182741.0,0.0,6114.0,920.8746074,江苏省,320000.0,320700.0,56.3799753,410784.5,45.09999847,64.5,4.490759044,
2013,江苏省,连云港市,34335.0,515.6,2,0,0,0,1,赵晓江,1,1,47.0,博士,0.0,李强,2,0,54.0,硕士,0.0,8,17854217,11.35,14.52,45.22,40.26,320000.0,江苏省,320700.0,1120.706195,11595947.0,0.0,6300.0,1184.390966,江苏省,320000.0,320700.0,60.97068349,444232.3999,48.5,69.09999847,3.796674114,
2014,江苏省,连云港市,44277.0,523.4,3,0,0,0,0,赵晓江,2,0,48.0,博士,0.0,李强,3,1,55.0,硕士,0.0,9,19658900,10.2,13.33,45.26,41.42,320000.0,江苏省,320700.0,1212.875906,12549627.0,0.0,6300.0,1196.36495,江苏省,320000.0,320700.0,59.5852594,434138.2,48.59999847,66.5,3.173202751,
2015,江苏省,连云港市,48416.0,528.54,4,1,0,0,0,赵晓江,3,1,49.0,博士,0.0,杨省世,1,0,50.0,博士,0.0,10,21606400,10.8,13.08,44.38,42.53,320000.0,江苏省,320700.0,1162.343753,12010498.0,0.0,6300.0,1163.408218,江苏省,320000.0,320700.0,55.75557232,406235.0999,43.70000076,64.5,3.72008422,
2016,江苏省,连云港市,52987.0,532.0,5,0,1,0,0,项雪龙,1,0,53.0,大学,0.0,杨省世,2,0,51.0,博士,0.0,11,23764800,7.8,12.69,44.18,43.13,320000.0,江苏省,320700.0,1174.565759,12163803.0,0.0,6300.0,1202.49625,江苏省,320000.0,320700.0,51.16457589,372785.0999,41.79999924,59.5,2.955677311,
2017,江苏省,连云港市,0.0,533.0,1,0,0,1,0,项雪龙,2,0,54.0,大学,0.0,杨省世,3,0,52.0,博士,0.0,12,26403100,7.5,0.0,0.0,0.0,320000.0,江苏省,320700.0,1148.95122,11776750.0,0.0,6150.0,1148.318501,江苏省,320000.0,320700.0,48.78335163,355435.5,37.09999847,56.79999924,3.131003579,
2018,江苏省,连云港市,61332.0,533.0,2,0,0,0,1,方伟,1,1,53.0,硕士,0.0,项雪龙,1,1,55.0,大学,0.0,13,27717000,4.7,11.75,43.56,44.69,320000.0,江苏省,320700.0,1110.588377,11485705.0,0.0,6211.0,1110.404212,江苏省,320000.0,320700.0,46.10542136,335924.1,35.59999847,53.20000076,2.944479982,
2019,江苏省,连云港市,69523.0,534.0,3,0,0,0,0,方伟,2,0,54.0,硕士,0.0,项雪龙,2,0,56.0,大学,0.0,14,31390000,6.0,11.55,43.43,45.03,320000.0,江苏省,320700.0,1272.462,13143260.0,0.0,6300.0,1280.574112,江苏省,320000.0,320700.0,46.51401317,338901.1,36.0,54.90000153,3.184469012,
2006,辽宁省,辽阳市,21562.0,182.55,5,0,1,0,0,唐志国,2,0,52.0,大学,0.0,孙远良,2,0,51.0,研究生,0.0,1,3930333,16.0,7.03,62.24,30.73,210000.0,辽宁省,211000.0,1047.093149,7351641.0,0.0,6300.0,1209.635113,辽宁省,210000.0,211000.0,55.93345182,283247.0,42.0,70.90000153,7.683839217,
2007,辽宁省,辽阳市,25564.0,183.38,1,0,0,1,0,唐志国,3,0,53.0,大学,0.0,孙远良,3,0,52.0,研究生,0.0,2,4677120,16.7,6.41,63.79,29.8,210000.0,辽宁省,211000.0,1081.233468,7521060.0,0.0,6290.0,1213.583274,辽宁省,210000.0,211000.0,54.64344391,276714.4,42.40000153,68.40000153,6.104132333,
2008,辽宁省,辽阳市,30897.0,183.39,2,0,0,0,1,唐志国,4,0,54.0,大学,0.0,孙远良,4,0,53.0,研究生,0.0,3,5666088,16.0,6.18,63.49,30.32,210000.0,辽宁省,211000.0,1085.604625,7652427.0,0.0,6300.0,1210.544788,辽宁省,210000.0,211000.0,58.65667457,297037.4,44.5,72.69999695,7.133820812,
2009,辽宁省,辽阳市,33151.0,183.44,3,0,0,0,0,唐志国,5,0,55.0,大学,0.0,孙远良,5,0,54.0,研究生,0.0,4,6082597,16.2,6.6,63.01,30.4,210000.0,辽宁省,211000.0,1117.872793,7785984.0,0.0,6300.0,1252.177907,辽宁省,210000.0,211000.0,55.03149681,278679.4999,41.09999847,67.90000153,6.694816034,
2010,辽宁省,辽阳市,39686.0,183.4,4,1,0,0,0,唐志国,6,1,56.0,大学,0.0,孙远良,6,1,55.0,研究生,0.0,5,7354295,16.0,6.24,63.25,30.52,210000.0,辽宁省,211000.0,992.6857951,7023252.0,0.0,5822.0,1109.246665,辽宁省,210000.0,211000.0,46.9867101,237940.7,36.09999847,57.5,5.48616766,
2011,辽宁省,辽阳市,48594.0,182.9,5,0,1,0,0,王正谱,1,0,48.0,大学,0.0,唐志国,1,0,57.0,大学,0.0,6,8886669,13.5,6.35,63.15,30.5,210000.0,辽宁省,211000.0,1198.642918,8395295.0,0.0,6300.0,1316.200887,辽宁省,210000.0,211000.0,55.4438586,280767.7,40.90000153,70.5,8.065303156,
2012,辽宁省,辽阳市,53877.0,181.4,1,0,0,1,0,王正谱,2,0,49.0,大学,0.0,唐志国,2,0,58.0,大学,0.0,7,10004881,10.34,6.32,63.18,30.5,210000.0,辽宁省,211000.0,1160.915943,8024251.0,0.0,5786.0,1247.182776,辽宁省,210000.0,211000.0,50.68582146,256672.9999,38.40000153,64.69999695,6.651240575,
2013,辽宁省,辽阳市,59999.0,180.2,2,0,0,0,1,王正谱,3,0,50.0,大学,0.0,唐志国,3,0,59.0,大学,0.0,8,10799909,7.95,6.26,62.94,30.8,210000.0,辽宁省,211000.0,1149.816203,7976275.0,0.0,6297.0,1210.725696,辽宁省,210000.0,211000.0,51.80744469,262352.8999,40.0,63.5,6.270150527,
2014,辽宁省,辽阳市,54800.0,179.9,3,0,0,0,0,王正谱,4,1,51.0,大学,0.0,唐志国,4,1,60.0,大学,0.0,9,10146163,5.9,6.58,58.07,35.35,210000.0,辽宁省,211000.0,1190.452605,8364120.0,0.0,6300.0,1251.734105,辽宁省,210000.0,211000.0,59.74368091,302542.0001,43.59999847,76.19999695,8.852063733,
2015,辽宁省,辽阳市,55674.0,179.41,4,1,0,0,0,裴伟东,1,0,51.0,硕士,0.0,王正谱,1,1,52.0,大学,0.0,10,10285818,3.9,7.06,55.27,37.67,210000.0,辽宁省,211000.0,1176.561361,8197103.0,0.0,6201.0,1212.719991,辽宁省,210000.0,211000.0,57.59253557,291648.6001,43.90000153,71.59999847,7.063377513,
2016,辽宁省,辽阳市,35476.0,179.0,5,0,1,0,0,裴伟东,2,0,52.0,硕士,0.0,王凤波,1,0,53.0,硕士,0.0,11,6541758,0.0,11.02,39.96,49.02,210000.0,辽宁省,211000.0,1180.507807,8241125.0,0.0,6300.0,1227.371555,辽宁省,210000.0,211000.0,46.34036334,234667.6,34.79999924,57.59999847,6.175096518,
2017,辽宁省,辽阳市,41449.0,178.0,1,0,0,1,0,裴伟东,3,0,53.0,硕士,0.0,王凤波,2,0,54.0,硕士,0.0,12,7629000,6.22,0.0,0.0,0.0,210000.0,辽宁省,211000.0,1225.287976,8437333.0,0.0,6300.0,1235.208955,辽宁省,210000.0,211000.0,43.65624014,221075.2001,31.10000038,55.40000153,7.360767153,
2018,辽宁省,辽阳市,47422.0,176.0,2,0,0,0,1,裴伟东,4,1,54.0,硕士,0.0,王凤波,3,0,55.0,硕士,0.0,13,8697260,5.99,8.72,50.68,40.6,210000.0,辽宁省,211000.0,1058.742567,7513896.0,0.0,5824.0,1088.166849,辽宁省,210000.0,211000.0,38.07225514,192797.9,25.79999924,50.09999847,7.127194209,
2019,辽宁省,辽阳市,45498.0,175.0,3,0,0,0,0,王一兵,1,0,55.0,博士,0.0,王凤波,4,0,56.0,硕士,0.0,14,8310000,2.5,9.71,47.35,42.94,210000.0,辽宁省,211000.0,1297.550439,9016678.0,0.0,6300.0,1313.019881,辽宁省,210000.0,211000.0,39.08214848,197911.9999,27.39999962,50.09999847,6.611340385,
2006,云南省,临沧市,4831.0,220.61,5,0,1,0,0,刘明,3,0,50.0,研究生,0.0,李国伟,3,0,39.0,研究生,0.0,1,1141738,12.2,35.97,33.15,30.88,530000.0,云南省,530900.0,107.9941595,2459243.0,0.0,5105.0,352.096763,云南省,530000.0,530900.0,28.08540162,587743.1997,22.29999924,37.20000076,2.6108081,
2007,云南省,临沧市,5737.0,222.77,1,0,0,1,0,刘明,4,0,51.0,研究生,0.0,李国伟,4,0,40.0,研究生,0.0,2,1357830,12.9,36.27,33.05,30.67,530000.0,云南省,530900.0,143.6970043,2892477.0,0.0,5379.0,387.4705318,云南省,530000.0,530900.0,29.65971232,620688.7997,22.79999924,41.29999924,3.261497965,
2008,云南省,临沧市,6605.0,224.66,2,0,0,0,1,何剑文,1,1,51.0,研究生,0.0,李国伟,5,0,41.0,研究生,0.0,3,1568740,11.1,36.32,32.77,30.91,530000.0,云南省,530900.0,133.2721656,2825903.0,0.0,5452.0,377.9559625,云南省,530000.0,530900.0,29.32195727,613620.5997,22.39999962,37.0,2.423484729,
2009,云南省,临沧市,7590.0,238.9,3,0,0,0,0,何剑文,2,1,52.0,研究生,0.0,李国伟,6,1,42.0,研究生,0.0,4,1813326,11.4,34.85,32.32,32.84,530000.0,云南省,530900.0,124.1341657,2574915.0,0.0,5896.0,415.9626854,云南省,530000.0,530900.0,30.87631766,646148.6997,23.20000076,39.5,3.10338754,
2010,云南省,临沧市,8988.0,241.39,4,1,0,0,0,锁飞,1,0,49.0,研究生,0.0,杨洪波,1,0,49.0,博士,0.0,5,2169731,12.2,32.94,35.11,31.95,530000.0,云南省,530900.0,149.5587177,3116355.0,0.0,5180.0,359.1839071,云南省,530000.0,530900.0,30.32992782,634714.3995,23.29999924,39.20000076,2.775178107,
2011,云南省,临沧市,11166.0,244.0,5,0,1,0,0,锁飞,2,0,50.0,研究生,0.0,杨洪波,2,0,50.0,博士,0.0,6,2724334,15.2,32.24,38.2,29.57,530000.0,云南省,530900.0,179.4292908,3777166.0,0.0,5532.0,440.0164694,云南省,530000.0,530900.0,29.37462129,614722.6997,22.5,38.29999924,2.51709828,
2012,云南省,临沧市,14376.0,236.1,1,0,0,1,0,锁飞,3,0,51.0,研究生,0.0,杨洪波,3,0,51.0,博士,0.0,7,3529771,16.8,30.5,42.65,26.85,530000.0,云南省,530900.0,170.1243171,3674345.0,0.0,5297.0,415.6454617,云南省,530000.0,530900.0,29.98401107,627475.3996,23.60000038,38.90000153,2.712396705,
